TITLE_ID_NUMBER	TITLE	IMDB_TITLE	EPISODE_DATE	MOVIE_DATE	LENGTH	SHOTS_TOTAL	ASL	MAXIMUM_SL	STANDARD_DEVIATION	COMMENTS	DATE_SUBMITTED
925	Sweet Dreams	Roseanne	1989-11-07		1287	289	4.45	27	3.87		09 May 2014
413	Rowan & Martin's Laugh-In	Rowan & Martin's Laugh-In	1968-02-05		2923	339	8.62	91	10.85		22 October 2009
414	Rowan & Martin's Laugh-In	Rowan & Martin's Laugh-In	1968-03-25		2924	355	8.24	68	8.36		22 October 2009
32	Sandlot, The	Sandlot, The		1993	1804	436	4.14	45	4.94		07 December 2007
914	Scarface	Scarface		1932	5456	585	9.33	216	12.72		19 March 2014
147	My Life in Four Cameras, Part 1 (Pre-credit Sequence)	Scrubs	2005-02-15		193	44	4.39	19	3.53		25 June 2008
148	My Life in Four Cameras, part 2.	Scrubs	2005-02-15		1074	279	3.85	19	3.16		25 June 2008
225	My Perspective, part 1 (Pre-credit Sequence)	Scrubs	2007-02-15		133	37	3.59	12	2.49		30 March 2009
226	My Perspective, part 2	Scrubs	2007-02-15		1136	277	4.10	21	3.29		30 March 2009
800	My First Day	Scrubs	2001-10-02		1392	445	3.13	19	2.42		07 November 2013
801	My Mentor	Scrubs	2001-10-04		1301	343	3.79	25	2.99		07 November 2013
802	My Best Friend's Mistake	Scrubs	2001-10-09		1306	357	3.66	24	3.05		07 November 2013
803	My Old Lady	Scrubs	2001-10-16		1284	295	4.35	58	4.88		07 November 2013
804	My Two Dads	Scrubs	2001-10-23		1303	328	3.97	24	3.41		07 November 2013
805	My Bad	Scrubs	2001-10-30		1303	295	4.42	48	5.30		07 November 2013
806	My Super Ego	Scrubs	2001-11-06		1278	320	3.99	37	4.03		07 November 2013
807	My Fifteen Minutes	Scrubs	2001-11-15		1286	267	4.82	28	4.90		07 November 2013
808	My Day Off	Scrubs	2001-11-20		1302	290	4.49	32	4.26		07 November 2013
809	My Nickname	Scrubs	2001-11-27		1327	268	4.95	87	6.53		07 November 2013
810	My Own Personal Jesus	Scrubs	2001-12-11		1297	266	4.88	33	4.56		07 November 2013
811	My Blind Date	Scrubs	2002-01-08		1307	219	5.97	65	7.88		07 November 2013
812	My Balancing Act	Scrubs	2002-01-15		1291	242	5.33	33	5.31		07 November 2013
813	My Drug Buddy	Scrubs	2002-01-22		1300	319	4.08	37	3.95		07 November 2013
814	My Bed Banter & Beyond	Scrubs	2002-02-05		1672	242	6.91	81	12.02		07 November 2013
815	My Heavy Meddle	Scrubs	2002-02-26		1292	233	5.55	49	6.19		07 November 2013
551	Male Unbonding	Seinfeld	1990-06-14		1325	227	5.84	34	5.93		04 November 2011
552	Junior Mint, The	Seinfeld	1993-03-17		1326	297	4.46	26	4.02		04 November 2011
758	The Chinese Restaurant	Seinfeld	1991-05-23		1244	238	5.23	43	5.05		15 April 2013
952	The Note	Seinfeld	1991-09-18		1305	315	4.14	32	3.45		02 September 2014
953	The Truth	Seinfeld	1991-09-25		1306	306	4.27	26	3.85		02 September 2014
553	Three's A Crowd	Sex and the City	1998-07-26		1565	263	5.95	40	5.47		04 November 2011
405	Shaggy Dog, The	Shaggy Dog, The		1959	6060	1120	5.41	104	6.11		16 October 2009
780	Shakespeare in Love	Shakespeare in Love		1998	7080	1753	4.04	69	4.53		03 October 2013
781	She Wore a Yellow Ribbon	She Wore a Yellow Ribbon		1949	6042	532	11.36	80	10.59		03 October 2013
832	Shopworn	Shopworn		1932	7773	728	10.68	84	10.44		15 January 2014
968	Silver Linings Playbook	Silver Linings Playbook		2012	7130	1916	3.72	26	2.98		10 July 2015
30	Mom and Pop Art	Simpsons, The	1999-04-11		1247	288	4.33	22	3.45		19 November 2007
937	Treehouse of Horror II	Simpsons, The	1991-10-31		1252	300	4.17	24	3.45		29 July 2014
938	Marge in Chains	Simpsons, The	1993-05-06		1247	301	4.14	21	3.28		29 July 2014
939	A Millhouse Divided	Simpsons, The	1996-12-01		1289	248	5.20	29	4.63		29 July 2014
950	The Front	Simpsons, The	1993-04-15		1170	273	4.29	29	3.76		29 August 2014
42	Sjunde inseglet, Det	Sjunde inseglet, Det		1957	905	83	10.90	136	17.93	US release title: The Seventh Seal. From first 15 minutes, including titles.	18 January 2008
782	Sleepless in Seattle	Sleepless in Seattle		1993	5961	711	8.38	162	12.01		03 October 2013
965	Reckoning	Smallville	2006-01-26		2589	442	5.86	58	7.60		13 January 2015
833	19770913	Soap	1977-09-13		5237	579	9.04	84	9.46		15 January 2014
834	19770920	Soap	1977-09-20		1241	224	5.54	39	4.97		15 January 2014
835	19770927	Soap	1977-09-27		1268	233	5.44	40	5.12		15 January 2014
836	19771004	Soap	1977-10-04		1245	235	5.30	25	4.29		15 January 2014
837	19771013	Soap	1977-10-13		1275	256	4.98	35	4.54		15 January 2014
838	19771025	Soap	1977-10-25		1265	220	5.75	27	5.33		15 January 2014
839	19771101	Soap	1977-11-01		1262	237	5.32	23	4.28		15 January 2014
840	19771108	Soap	1977-11-08		1210	226	5.35	38	4.72		15 January 2014
841	19771115	Soap	1977-11-15		1257	234	5.37	28	4.66		15 January 2014
842	19771122	Soap	1977-11-22		1272	160	7.95	118	11.38		15 January 2014
426	Solomon and Sheba	Solomon and Sheba		1959	8317	1092	7.62	65	7.77		29 October 2009
402	Some Came Running	Some Came Running		1958	8045	500	16.09	238	25.33		08 October 2009
757	Pilot	Sons of Anarchy	2008-09-03		3412	853	4.00	36	3.72		15 April 2013
421	Spartacus, Part 1	Spartacus, Part 1		1960	6410	672	9.54	136	12.06		25 October 2009
422	Spartacus, Part 2	Spartacus, Part 1		1960	4945	668	7.40	80	8.90		25 October 2009
942	Spider-Man 2	Spider-Man 2		2004	7306	1912	3.82	64	4.66		06 August 2014
39	Stepmom	Stepmom		1998	1858	310	5.99	73	7.05		17 January 2008
905	Stolen Kisses	Stolen Kisses		1968	5102	556	9.18	160	16.23		26 February 2014
787	Strangers on a Train 	Strangers on a Train 		1951	5998	997	6.02	118	7.85		10 October 2013
554	Pilot	Streets of San Francisco, The	1972-09-16		5753	804	7.16	76	7.93		04 November 2011
555	Thirty-Year Pin, The	Streets of San Francisco, The	1972-09-23		2900	395	7.34	61	7.62		04 November 2011
438	Confessions of a Nervous Man, Part 2	Studio One	1953-11-30		949	47	20.19	162	28.15		16 February 2010
439	Confessions of a Nervous Man, Part 3	Studio One	1953-11-30		1039	48	21.65	89	25.45		16 February 2010
440	Confessions of a Nervous Man, Part 4	Studio One	1953-11-30		815	37	22.03	78	22.53		16 February 2010
404	Suddenly, Last Summer	Suddenly, Last Summer		1959	6710	729	9.20	109	13.25		16 October 2009
20	Sur un air de Charleston	Sur un air de Charleston		1927	581	99	5.87	24	4.96		31 August 2007
784	Suspicion	Suspicion		1941	5869	670	8.76	71	10.51		08 October 2013
799	Swing!	Swing!		1938	4013	299	13.42	92	15.43		07 November 2013
973	Taking of Pelham One Two Three, The	Taking of Pelham One Two Three, The		1974	5990	1318	4.54	51	4.91		10 July 2015
907	Tarzan and His Mate	Tarzan and His Mate		1934	6226	1197	5.20	65	6.43		12 March 2014
930	Taxi Driver	Taxi Driver		1976	6548	883	7.42	125	11.02		21 July 2014
830	Ten Cents a Dance 	Ten Cents a Dance 		1931	4490	273	16.45	158	19.15		04 December 2013
819	The Addams Family Goes to School	The Addams Family	1964-09-18		1381	258	5.35	65	6.53		21 November 2013
820	Morticia and the Psychiatrist	The Addams Family	1964-09-25		1419	181	7.84	77	9.07		21 November 2013
821	Fester's Punctured Romance	The Addams Family	1964-10-02		1424	245	5.81	47	6.29		21 November 2013
822	Gomez, the Politician	The Addams Family	1964-10-09		1429	280	5.10	42	5.42		21 November 2013
823	The Addams Family Tree	The Addams Family	1964-10-16		1413	300	4.71	45	5.34		21 November 2013
824	Morticia Joins the Ladies League	The Addams Family	1964-10-23		1396	239	5.84	50	6.98		21 November 2013
825	Halloween with the Addams Family	The Addams Family	1964-10-30		1429	209	6.84	54	7.17		21 November 2013
826	The New Neighbors Meet the Addams Family	The Addams Family	1964-11-13		1408	203	6.94	52	8.41		21 November 2013
827	Wednesday Leaves Home	The Addams Family	1964-11-20		1373	195	7.04	41	6.53		21 November 2013
828	The Addams Family Meet the VIPs	The Addams Family	1964-11-27		1431	255	5.61	74	7.81		21 November 2013
797	The Best Years of Our Lives (A)	The Best Years of Our Lives		1946	4917	276	17.82	132	21.73		24 October 2013
798	The Best Years of Our Lives (B)	The Best Years of Our Lives		1946	5120	303	16.90	141	21.40		24 October 2013
783	The Big Heat	The Big Heat		1953	5266	482	10.93	92	13.09		03 October 2013
817	The Conquerors	The Conquerors		1932	5037	765	6.58	101	7.92		14 November 2013
906	The Crime of Monsieur Lange	The Crime of Monsieur Lange		1936	4662	210	22.20	113	21.52		26 February 2014
924	The Devil Is a Woman	The Devil Is a Woman		1935	4657	349	13.34	123	12.70		16 April 2014
871	The Hunger Games	The Hunger Games		2012	8230	2292	3.59	38	2.91		23 January 2014
763	The Promise	The Larry Sanders Show	1992-08-22		1358	152	8.93	93	10.72		15 April 2013
872	The Life Aquatic with Steve Zissou	The Life Aquatic with Steve Zissou		2004	6780	987	6.87	108	10.37		23 January 2014
873	The Matrix	The Matrix		1999	7727	1455	5.31	65	6.42		23 January 2014
755	The Perfect Storm	The O.C.	2005-11-03		2606	737	3.54	56	4.10		15 April 2013
853	Downsize	The Office	2001-07-09		1712	126	13.59	81	16.73		21 January 2014
854	Work Experience	The Office	2001-07-16		1664	157	10.60	80	14.33		21 January 2014
855	The Quiz	The Office	2001-07-23		1700	142	11.97	80	14.35		21 January 2014
856	Training	The Office	2001-07-30		1685	161	10.47	65	11.99		21 January 2014
857	New Girl	The Office	2001-08-13		1716	149	11.52	87	14.37		21 January 2014
858	Judgement	The Office	2001-08-20		1688	138	12.23	164	19.04		21 January 2014
908	The Rules of the Game	The Rules of the Game		1939	6266	337	18.59	104	18.33		02 March 2014
725	The Shootist	The Shootist		1976	5819	1003	5.80	88	7.95		06 November 2012
874	Seed	The Walking Dead	2012-10-14		2551	525	4.86	36	3.94		23 January 2014
786	The Wrong Man	The Wrong Man		1956	6262	797	7.86	126	10.45		10 October 2013
768	There's Always Tomorrow	There's Always Tomorrow		1956	4665	365	12.78	95	14.55		03 October 2013
920	They Won't Forget	They Won't Forget		1937	5551	515	10.78	101	11.46		08 April 2014
849	Three Wise Girls	Three Wise Girls		1932	4017	347	11.58	102	13.62		15 January 2014
875	Turn! Turn! Turn! 	True Blood	2012-06-10		3095	830	3.73	127	5.35		23 January 2014
652	Twilight	Twilight		2008	6884	1664	4.14	46	4.73		09 May 2012
41	Un long dimanche de fian̤ailles	Un long dimanche de fian̤ailles		2004	1892	329	5.75	62	7.05	US release title: A Very Long Engagement. From first 30 minutes, including titles.	17 January 2008
469	Bang the Drum Slowly	United States Steel Hour, The	1956-09-26		3080	158	19.49	169	25.90		14 October 2011
514	No Time for Sergeants	United States Steel Hour, The	1955-03-15		2945	168	17.53	204	27.45		17 October 2011
515	Wind from the South, A	United States Steel Hour, The	1955-09-14		2847	198	14.38	110	15.56		17 October 2011
516	Executioners, The	Virginian, The	1962-09-09		4376	827	5.29	192	9.79		17 October 2011
831	Virtue	Virtue		1932	3994	340	11.75	85	11.04		04 December 2013
915	Wagon Master (Part 1)	Wagon Master (Part 1)		1950	3647	461	7.91	122	8.63		19 March 2014
916	Wagon Master (Part 2)	Wagon Master (Part 1)		1950	1461	184	7.94	47	7.02		19 March 2014
418	Wagon Train	Wagon Train	1961-01-11		2903	386	7.52	103	10.15		22 October 2009
419	Wagon Train	Wagon Train	1960-01-27		2937	327	8.98	90	10.32		22 October 2009
31	Walk the Line	Walk the Line		2005	1772	288	6.15	43	6.35		06 December 2007
432	Angela	Wanted: Dead or Alive	1960-01-09		1332	198	6.73	67	9.72		07 November 2009
433	Mental Lapse	Wanted: Dead or Alive	1960-01-02		1330	174	7.64	44	7.49		07 November 2009
929	We Bought a Zoo	We Bought a Zoo		2011	7129	1850	3.85	34	3.24		21 July 2014
951	Who Framed Roger Rabbitt	Who Framed Roger Rabbitt		1988	5847	1408	4.15	97	6.46		29 August 2014
843	Pilot	Will & Grace	1998-09-21		1388	353	3.93	33	3.34		15 January 2014
844	A New Lease on Life	Will & Grace	1998-09-28		1296	301	4.31	24	3.29		15 January 2014
845	Head Case	Will & Grace	1998-10-05		1290	295	4.37	25	3.47		15 January 2014
846	Between a Rock and Harlin's Place	Will & Grace	1998-10-12		1267	301	4.21	29	3.55		15 January 2014
847	Boo! Humbug	Will & Grace	1998-10-26		1304	332	3.93	20	3.09		15 January 2014
562	You Can't Take It With You	You Can't Take It With You		1938	7490	997	7.51	344	15.91		09 November 2011
921	Young Mr. Lincoln	Young Mr. Lincoln		1939	10758	1008	10.67	78	10.48		09 April 2014
